nama,kategori,rating,provinsi,kota,kecamatan,alamat,link
Rumah Air Surabaya,Taman,4.8,Jawa Timur,Surabaya,Genteng,"Jl. Basuki Rahmat No.119-121, Embong Kaliasin, Kec. Genteng, Kota SBY, Jawa Timur 60271","https://www.google.com/maps/place/Rumah+Air+Surabaya/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7fbde89fb280d:0xccaa529e468d76f3!8m2!3d-7.2711076!4d112.7418181!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
GNI SURABAYA,Taman,4.6,Jawa Timur,Surabaya,Bubutan,"Gedung Nasional Indonesia, Jl. Bubutan, Bubutan, Kec. Bubutan, Kota SBY, Jawa Timur 60174","https://www.google.com/maps/place/GNI+SURABAYA/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f9550dd4a5bd:0x57fd426ffbefc554!8m2!3d-7.2508345!4d112.7355036!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQ5oaXN0b3J5X211c2V1beABAA?hl=en"
Gubuk Vespa Rinto,Taman,5.0,Jawa Timur,Surabaya,Gn. Anyar,"Jl. Kyai Satari II No.63, Rungkut Menanggal, Kec. Gn. Anyar, Kota SBY, Jawa Timur 60293","https://www.google.com/maps/place/Gubuk+Vespa+Rinto/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7fb31fd7be805:0x1e303ba0bdfbf484!8m2!3d-7.3362557!4d112.7657304!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
Museum Teknoform - Universitas DINAMIKA,Taman,4.6,Jawa Timur,Surabaya,Rungkut,"MQQJ+7WG, Kedung Baruk, Rungkut, Surabaya City, East Java 60298","https://www.google.com/maps/place/Museum+Teknoform+-+Universitas+DINAMIKA/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7faf3b896b79f:0xe1549ebf8ec62096!8m2!3d-7.3118005!4d112.7823132!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
MUSEUM RESOLUSI JIHAD,Taman,5.0,Jawa Timur,Surabaya,Bubutan,"PPXP+WVW, Jalan, Alun-alun Contong, Bubutan, Surabaya City, East Java 60174","https://www.google.com/maps/place/MUSEUM+RESOLUSI+JIHAD/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f90460d7a52b:0xb0fdcbbd5e12004c!8m2!3d-7.2501578!4d112.7371943!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
Dolanan Art Experience,Taman,5.0,Jawa Timur,Surabaya,Genteng,"Plaza Surabaya, Jl. Pemuda Jl. Plaza Boulevard No.31-37, Embong Kaliasin, Kec. Genteng, Kota SBY, Jawa Timur 60271","https://www.google.com/maps/place/Dolanan+Art+Experience/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f9e4d94ed54f:0x32b67f9b21e6222f!8m2!3d-7.2648774!4d112.7485448!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQphcnRfbXVzZXVt4AEA?hl=en"
Musium Kematian Unair Surabaya,Taman,5.0,Jawa Timur,Surabaya,Gubeng,"PQG4+WF5, Jl. Dharmawangsa, Airlangga, Kec. Gubeng, Kota SBY, Jawa Timur 60286","https://www.google.com/maps/place/Musium+Kematian+Unair+Surabaya/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7fb5c55a1e4a7:0x31bcedbd1520c16!8m2!3d-7.2727272!4d112.7562326!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
Museum Bank Mandiri,Taman,4.6,Jawa Timur,Surabaya,Pabean Cantikan,"Kembang Jepun St No.180, Nyamplungan, Pabean Cantikan, Surabaya City, East Java 60162","https://www.google.com/maps/place/Museum+Bank+Mandiri/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f918019092a9:0x4d1e5cea1803a352!8m2!3d-7.2367558!4d112.7393693!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
Museum Kanker Indonesia,Taman,4.4,Jawa Timur,Surabaya,Genteng,"Kayoon St No.16-18, Embong Kaliasin, Genteng, Surabaya City, East Java 60271","https://www.google.com/maps/place/Museum+Kanker+Indonesia/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7fbd845205963:0xe6aedcbbded07054!8m2!3d-7.2674818!4d112.7489319!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
De Mata Trick Eye Museum (Closed),Taman,3.8,Jawa Timur,Surabaya,Wonokromo,"Surabaya Town Square, First Level I 73, Jl. Hayam Wuruk No.6, Sawunggaling, Kec. Wonokromo, Kota SBY, Jawa Timur 60242","https://www.google.com/maps/place/De+Mata+Trick+Eye+Museum+(Closed)/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7fb91a3edbe31:0xd2352bdfdf2eb060!8m2!3d-7.295129!4d112.7308322!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
Nahdlatul Ulama Museum,Taman,4.6,Jawa Timur,Surabaya,Gayungan,"Jl. Gayungsari Bar. X No.11, Menanggal, Kec. Gayungan, Kota SBY, Jawa Timur 60234","https://www.google.com/maps/place/Nahdlatul+Ulama+Museum/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7fb508223f375:0x33ca3810ad3ad698!8m2!3d-7.33831!4d112.7237836!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
Museum TNI AL Loka Jala Crana,Taman,4.5,Jawa Timur,Surabaya,Krembangan,"Akademi TNI Angkatan Laut, Jl. Moro Krembangan, Bumimoro, Kec. Krembangan, Kota SBY, Jawa Timur 60178","https://www.google.com/maps/place/Museum+TNI+AL+Loka+Jala+Crana/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f92a55555555:0x26519de6b6dac08!8m2!3d-7.227185!4d112.718997!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
Museum Olahraga Surabaya,Taman,4.7,Jawa Timur,Surabaya,Wonokromo,"PP7J+7CM, Jl. Indragiri, Darmo, Kec. Wonokromo, Kota SBY, Jawa Timur 60241","https://www.google.com/maps/place/Museum+Olahraga+Surabaya/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7fb4ee430e3ab:0x79f8833b1326b969!8m2!3d-7.2868089!4d112.7310968!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
"Museum Kesehatan Dr. Adhyatma, MPH",Taman,4.4,Jawa Timur,Surabaya,Krembangan,"Jl. Indrapura No.17, Kemayoran, Kec. Krembangan, Kota SBY, Jawa Timur 60176","https://www.google.com/maps/place/Museum+Kesehatan+Dr.+Adhyatma,+MPH/@-7.240328,112.5995951,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f924ee526f07:0x96c9afdc7c30999d!8m2!3d-7.2402954!4d112.7314881!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWFaFyIVbXVzZXVtIGRla2F0IHN1cmFiYXlhkgEGbXVzZXVt4AEA?hl=en"
Museum Pendidikan Surabaya,Taman,4.7,Jawa Timur,Surabaya,Genteng,"Jl. Genteng Kali No.10, Genteng, Kec. Genteng, Kota SBY, Jawa Timur 60275","https://www.google.com/maps/place/Museum+Pendidikan+Surabaya/@-7.2825718,112.6806137,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f9308aaf797d:0xde33a60013bfd725!8m2!3d-7.2562613!4d112.7429017!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
Blockbuster Museum Surabaya,Taman,4.8,Jawa Timur,Surabaya,Tambaksari,"Jl. Kenjeran No.463-465, RT.003/RW.15, Gading, Kec. Tambaksari, Kota SBY, Jawa Timur 60134","https://www.google.com/maps/place/Blockbuster+Museum+Surabaya/@-7.2825718,112.6806137,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f92a3fda62c3:0x571a8893dca24a3c!8m2!3d-7.2477541!4d112.7795727!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA?hl=en"
De Javasche Bank,Taman,4.6,Jawa Timur,Surabaya,Krembangan,"Jl. Garuda No.1, Krembangan Sel., Kec. Krembangan, Kota SBY, Jawa Timur 60175","https://www.google.com/maps/place/De+Javasche+Bank/@-7.2825718,112.6806137,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f922ef7a959d:0xddbdd454fd8f7afc!8m2!3d-7.2353939!4d112.7367646!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWFaFyIVbXVzZXVtIGRla2F0IHN1cmFiYXlhkgEGbXVzZXVt4AEA?hl=en"
Museum Etnografi dan Pusat Kajian Kematian FISIP UNAIR,Taman,4.5,Jawa Timur,Surabaya,Gubeng,"PQH5+2R2, Jl. Dharmawangsa Dalam, Airlangga, Kec. Gubeng, Kota SBY, Jawa Timur 60286","https://www.google.com/maps/place/Museum+Etnografi+dan+Pusat+Kajian+Kematian+FISIP+UNAIR/@-7.2825718,112.6806137,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7fbd41261934f:0xe258fac5ac2188a6!8m2!3d-7.2724974!4d112.7595034!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
Museum WR Soepratman,Taman,4.8,Jawa Timur,Surabaya,Tambaksari,"Jl. Mangga No.21, Tambaksari, Kec. Tambaksari, Kota SBY, Jawa Timur 60136","https://www.google.com/maps/place/Museum+WR+Soepratman/@-7.2825718,112.6806137,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f90a58b20643:0x228668e7ab001bd!8m2!3d-7.2506354!4d112.7537695!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
Museum Dr. Soetomo,Taman,4.6,Jawa Timur,Surabaya,Bubutan,"Jl. Bubutan No.85-87, Bubutan, Kec. Bubutan, Kota SBY, Jawa Timur 60174","https://www.google.com/maps/place/Museum+Dr.+Soetomo/@-7.2825718,112.6806137,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f9410727e011:0x544b9a3d7ee4bfc9!8m2!3d-7.2507971!4d112.7355191!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWGSAQZtdXNldW3gAQA?hl=en"
Siola Surabaya Museum,Taman,4.5,Jawa Timur,Surabaya,Genteng,"Tunjungan St No.1, Genteng, Surabaya City, East Java 60275","https://www.google.com/maps/place/Siola+Surabaya+Museum/@-7.2825718,112.6806137,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f942c75df75b:0xc57e15b6db89588b!8m2!3d-7.2561991!4d112.7378506!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWFaFyIVbXVzZXVtIGRla2F0IHN1cmFiYXlhkgEGbXVzZXVt4AEA?hl=en"
Monumen Tugu Pahlawan dan Museum Sepuluh Nopember Surabaya,Taman,4.7,Jawa Timur,Surabaya,Bubutan,"Pahlawan St, Alun-alun Contong, Bubutan, Surabaya City, East Java 60174","https://www.google.com/maps/place/Monumen+Tugu+Pahlawan+dan+Museum+Sepuluh+Nopember+Surabaya/@-7.2825718,112.6806137,12z/data=!4m10!1m3!2m2!1smuseum+dekat+surabaya!6e1!3m5!1s0x2dd7f93fc001bc5d:0x110e38d8a6c23fbe!8m2!3d-7.2458404!4d112.7378177!15sChVtdXNldW0gZGVrYXQgc3VyYWJheWFaFyIVbXVzZXVtIGRla2F0IHN1cmFiYXlhkgETaGlzdG9yaWNhbF9sYW5kbWFya-ABAA?hl=en"
Monumen Pancasila Sidoarjo,Taman,4.5,Jawa Timur,Sidoarjo,Sidoarjo,"HP22+X5W, Jati, Sidoarjo, Sidoarjo Regency, East Java 61226","https://www.google.com/maps/place/Monumen+Pancasila+Sidoarjo/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e14657858567:0xed98fb9a2e4e9d12!8m2!3d-7.4475118!4d112.7004572!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQRwYXJr4AEA?hl=en"
Kuburan Kembar Kedungturi,Taman,4.0,Jawa Timur,Sidoarjo,Taman,"JPR3+W98, Medaeng Kulon, Kedungturi, Kec. Taman, Kabupaten Sidoarjo, Jawa Timur 61257","https://www.google.com/maps/place/Kuburan+Kembar+Kedungturi/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e3502860e677:0x831a6d4731f3fbbc!8m2!3d-7.3577009!4d112.7034647!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Makam Mbah H M Nur Ali,Taman,3.0,Jawa Timur,Sidoarjo,Sidoarjo,"Jalan Pesantren RT 1 RW 1 Kec., Gebang, Sidoarjo, Sidoarjo Regency, East Java 61231","https://www.google.com/maps/place/Makam+Mbah+H+M+Nur+Ali/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e720b68e82df:0x2e471c636564df32!8m2!3d-7.4701377!4d112.7335489!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Makam Mbah Serebon,Taman,5.0,Jawa Timur,Sidoarjo,Sukodono,"HMGF+H3Q, Kebonagung, Kec. Sukodono, Kabupaten Sidoarjo, Jawa Timur 61258","https://www.google.com/maps/place/Makam+Mbah+Serebon/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e3d224cbc227:0x64a32640eab2247b!8m2!3d-7.4236004!4d112.6727112!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Markas RING Bafi Series,Taman,4.5,Jawa Timur,Sidoarjo,Sedati,"Jl. Gemelina No.34, Payan, Pabean, Kec. Sedati, Kabupaten Sidoarjo, Jawa Timur 61253","https://www.google.com/maps/place/Markas+RING+Bafi+Series/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e4ddd4ec46db:0x4dad752314f74c7e!8m2!3d-7.3644711!4d112.7566669!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Wak Kaji,Taman,4.0,Jawa Timur,Sidoarjo,Waru,"Jl. Abu Bakar No.3, Tambaksumur, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256","https://www.google.com/maps/place/Wak+Kaji/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e5167453bd5b:0x82be60e1b3f9dbeb!8m2!3d-7.347453!4d112.7813292!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Dwi Jaya Abadi,Taman,4.7,Jawa Timur,Sidoarjo,Tulangan,"HJ3G+CQX, Unnamed Road, Warsah, Grabagan, Kec. Tulangan, Kabupaten Sidoarjo, Jawa Timur 61273","https://www.google.com/maps/place/Dwi+Jaya+Abadi/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e1fafda50497:0x2b7eae0b0b26275a!8m2!3d-7.4463778!4d112.6269713!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SARBjaGlsZHJlbnNfbXVzZXVt4AEA?hl=en"
Pawon Simbok,Taman,4.0,Jawa Timur,Sidoarjo,Sedati,"JQH7+X45, Daras, Pabean, Kec. Sedati, Kabupaten Sidoarjo, Jawa Timur 61253","https://www.google.com/maps/place/Pawon+Simbok/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e4e1df59b0c3:0x427c548f68ebfe3b!8m2!3d-7.3701089!4d112.7628511!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
CATUR BAGASKARA,Taman,5.0,Jawa Timur,Sidoarjo,Candi,"GMFR+3F5, Surokerto, Kedungkendo, Kec. Candi, Kabupaten Sidoarjo, Jawa Timur 61271","https://www.google.com/maps/place/CATUR+BAGASKARA/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e19009ecd327:0xa01521d07a482a8f!8m2!3d-7.477362!4d112.6912211!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
mushola al ashar,Taman,3.7,Jawa Timur,Sidoarjo,Waru,"Jl. Raya Wadung Asri No.78, Wadungasri, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256","https://www.google.com/maps/place/mushola+al+ashar/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e52b6d07fb53:0xad426971ab31ef8d!8m2!3d-7.3479528!4d112.7675961!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
putra kerajan,Taman,4.3,Jawa Timur,Sidoarjo,Waru,"MQ2H+PMR, Tambaksumur, Kec. Waru, Kabupaten Sidoarjo, Jawa Timur 61256","https://www.google.com/maps/place/putra+kerajan/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e533a0697043:0x790c86c1b23085d2!8m2!3d-7.3481421!4d112.7791495!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Makam Mbah Mahmud Karangbong,Taman,4.7,Jawa Timur,Sidoarjo,Gedangan,"Jl. Surowongso No.523, Rw. 5, Karangbong, Kec. Gedangan, Kabupaten Sidoarjo, Jawa Timur 61254","https://www.google.com/maps/place/Makam+Mbah+Mahmud+Karangbong/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7e38c33aa01e1:0x9540c7f1441719cc!8m2!3d-7.4057096!4d112.7064699!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam9aFyIVbXVzZXVtIGRla2F0IHNpZG9hcmpvkgEGbXVzZXVtmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5CYTNFMldISkJSUkFC4AEA?hl=en"
Makam Waliyullah Mbah Sambi Resik Jabon Sidoarjo,Taman,4.7,Jawa Timur,Sidoarjo,Jabon,"FP2M+973, Jl. Karangpakis, Sawah, Dukuhsari, Kec. Jabon, Kabupaten Sidoarjo, Jawa Timur 61276","https://www.google.com/maps/place/Makam+Waliyullah+Mbah+Sambi+Resik+Jabon+Sidoarjo/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7dd278d94044b:0x71922127b203deb!8m2!3d-7.5490974!4d112.7331845!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Mushola Al Jariyah,Taman,5.0,Jawa Timur,Sidoarjo,Taman,"Kedungboto RT18 / RW03, Taman, Kec. Taman, Kabupaten Sidoarjo, Jawa Timur 61257","https://www.google.com/maps/place/Mushola+Al+Jariyah/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7fdc7d6ba9a47:0xd7e1be467b36baaf!8m2!3d-7.3488863!4d112.7016358!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam-SAQZtdXNldW3gAQA?hl=en"
Ext Stasiun Trem Karang Pilang,Taman,4.8,Jawa Timur,Sidoarjo,Karangpilang,"Jl. Raya Mastrip No.64, Karang Pilang, Kec. Karangpilang, Kabupaten Sidoarjo, Jawa Timur 60221","https://www.google.com/maps/place/Ext+Stasiun+Trem+Karang+Pilang/@-7.4540575,111.965288,10z/data=!4m10!1m3!2m2!1smuseum+dekat+sidoarjo!6e1!3m5!1s0x2dd7fcb716300cf3:0x382ffc0cb00c4c79!8m2!3d-7.3416392!4d112.6958327!15sChVtdXNldW0gZGVrYXQgc2lkb2Fyam9aFyIVbXVzZXVtIGRla2F0IHNpZG9hcmpvkgELcmFpbF9tdXNldW2aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjViVXRJVmtsUkVBReABAA?hl=en"
